,Unnamed: 0,business_id,name,address,postal_code,latitude,longitude,stars,review_count,attributes,categories,hours,business_url,dish_name,dish_cuisine,dish_description,presented_count,left_swipes,right_swipes,user_rating,user_purchase,number_purchased,num_favorited,type_purchases,favorites
1113,2024,PM2jsOonjLwIFAfDvlZlQQ,Muro's Pizza,"6301 W Parmer Ln, Ste 502",78729,30.4455000149,-97.7447226476,3.0,130,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False'}","Pizza, Restaurants, Chicken Wings, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,968,711,257,0.0,1,95,100,[],[]
1114,2025,O8U-ahkqMypLXFt7vxZqng,AlightaTouch,5106 Summerset Trl,78749,30.2298252,-97.8471437,4.5,12,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Specialty Food, Pain Management, Health & Medical, Chiropractors, Acupuncture, Life Coach, Doctors, Food, Professional Services","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '11:30-19:0', 'Saturday': '11:0-17:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,775,747,28,0.0,1,12,3,[],[]
1115,2026,fMoq8jat2U7aig8ZXoZKlA,El Caribe Mexican Restaurant,"5610 N Lamar Blvd, Ste A",78751,30.3252278,-97.7273317,3.5,278,"{'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Mexican, Restaurants","{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,520,13,507,0.0,1,501,167,[],[]
1116,2028,qXGq-pGTmyp62yZFX3S__Q,Red Rose Austin,3615 S Congress Ave,78704,30.2272794,-97.7609822,3.0,6,"{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Adult Entertainment, Nightlife, Restaurants","{'Monday': '12:0-4:0', 'Tuesday': '12:0-4:0', 'Wednesday': '12:0-4:0', 'Thursday': '12:0-4:0', 'Friday': '12:0-4:0', 'Saturday': '12:0-4:0', 'Sunday': '12:0-4:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,630,532,98,0.0,1,88,5,[],[]
1117,2029,xdWHz4mqq1Htarg3dLOKBw,Li'l Nonna's,440 E St Elmo Rd,78745,30.216545,-97.761832,4.5,186,"{'RestaurantsPriceRange2': '2', 'CoatCheck': 'False', 'WiFi': ""u'free'"", 'Smoking': ""u'outdoor'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True'}","Vegetarian, Bars, Pizza, Nightlife, Food, Vegan, Food Trucks, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-22:0', 'Friday': '14:0-22:0', 'Saturday': '14:0-22:0', 'Sunday': '14:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,940,440,500,0.0,1,5,100,[],[]
1118,2031,K6734lBTMBeZFcXozPBsOg,Stony's Pizza-Red River,610 Red River,78701,30.2666834,-97.7371751,4.0,20,"{'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True'}","Food, Pizza, Restaurants, Food Trucks","{'Friday': '20:0-2:30', 'Saturday': '20:0-2:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,711,646,65,0.0,1,50,14,[],[]
1119,2033,mWDRxwPt8HgOdrNyckv99A,Rollin Smoke BBQ,1501 E 6th St,78702,30.2628836719,-97.7268981039,4.5,254,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True'}","Food, Barbeque, Restaurants, Food Trucks, Food Stands, Sandwiches, Street Vendors","{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:45', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,542,427,115,0.0,1,26,8,[],[]
1120,2034,jGF4GiEs6BMgzyTJIkK2dA,Wheatsville Food Co-op,4001 S Lamar Blvd,78704,30.235157,-97.791267,4.5,185,"{'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False'}","Restaurants, Beer, Wine & Spirits, Specialty Food, Delis, Food, Organic Stores, Grocery, Bakeries, Mexican, Health Markets","{'Monday': '7:30-23:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-23:0', 'Thursday': '7:30-23:0', 'Friday': '7:30-23:0', 'Saturday': '7:30-23:0', 'Sunday': '7:30-23:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,54,23,31,0.0,1,17,10,[],[]
1121,2038,SrMlAhTmjzptfPlj2-w8AA,Abu Omar Halal,2718 Guadalupe St,78705,30.2929444,-97.7418294,3.5,61,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'NoiseLevel': ""'quiet'"", 'HasTV': 'True', 'BusinessParking': 'None', 'RestaurantsDelivery': 'True'}","Restaurants, Food, Mediterranean, Halal, Food Trucks, Greek","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0', 'Sunday': '11:0-3:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,497,147,350,0.0,1,290,157,[],[]
1122,2039,6wZgz7iNNmDdRrYSGYK7PA,Smart Flour Foods,"4020 S Industrial Dr, Ste 110",78744,30.2123628,-97.7427737,4.5,13,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False'}","Bakeries, Gluten-Free, Restaurants, Food, Pizza, Specialty Food",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,82,46,36,0.0,1,24,1,[],[]
1123,2040,jGm7oBtZCsc8BIWBnq4i3A,Green Pastures Events,811 W Live Oak St,78704,30.2449659736,-97.762271125,4.0,237,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'dressy'"", 'HasTV': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Breakfast & Brunch, Restaurants, Seafood, Nightlife, American (New), French, Steakhouses, Party & Event Planning, Bars, Event Planning & Services, Cocktail Bars, American (Traditional), Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '11:0-14:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,278,243,35,0.0,1,18,2,[],[]
1124,2041,5jEpDCf7lDTWAnlgPw-GdA,Bruja's Brew,2324 E Cesar Chavez St,78702,30.255183,-97.718259,5.0,5,"{'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'DogsAllowed': 'True', 'WiFi': ""u'free'""}","Tapas/Small Plates, Vegan, Sandwiches, Food Trucks, Kombucha, Restaurants, Food","{'Monday': '0:0-0:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-15:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,622,591,31,0.0,1,16,13,[],[]
1125,2042,qFoIsaqnw80jQtQ-eVIs7Q,OP Italian Austin,110 E 2nd St,78702,30.2641543033,-97.7431068049,4.0,236,"{'WheelchairAccessible': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Smoking': ""u'no'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False'}","Restaurants, Italian, Nightlife, Wine Bars, Bars","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,234,147,87,0.0,1,70,28,[],[]
1126,2043,Mff1wOdZicJYPLDjMeltTA,A+A Sichuan China,"8650 Spicewood Springs Rd, Ste 133D",78759,30.432524,-97.770309,3.5,303,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BikeParking': 'True', 'WiFi': ""u'free'""}","Szechuan, Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '17:0-21:30'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,313,194,119,0.0,1,104,19,[],[]
1127,2044,8SXt8YR7casNDLLPQBSzgQ,Chief's BBQ,"7811 S 1st St, Ste 104",78745,30.1842347,-97.7923802,3.5,130,"{'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'DriveThru': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True'}","Barbeque, Sandwiches, Burgers, American (Traditional), Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:30', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-21:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,854,578,276,0.0,1,30,88,[],[]
1128,2048,z4fQL2IHUR4ENonH7A_9tQ,Fonda San Miguel,2330 W North Loop Blvd,78756,30.3255963,-97.7433254,4.0,888,"{'Alcohol': ""'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'HasTV': 'False', 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'DriveThru': 'False', 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'False', 'OutdoorSeating': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True'}","Tapas/Small Plates, Mexican, Breakfast & Brunch, Soul Food, Nightlife, Food, Food Delivery Services, Restaurants, Specialty Food, Bars, Ethnic Food, Cocktail Bars, Salad, Grocery","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '10:0-14:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,179,127,52,0.0,1,3,19,[],[]
1129,2049,bA-ixdKBgmfJBP1bDBLn-w,Heretic Handhelds,,78746,30.2962208,-97.8299383,2.0,5,"{'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '1', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Sandwiches, Restaurants, Burgers, Food, Food Trucks",,,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,323,235,88,0.0,1,83,29,[],[]
1130,2050,UaoJ3SybQ-JjPrsmQio71w,Texture Food and Drink,6505 N I-35,78752,30.3263987,-97.7047589,3.5,16,"{'HappyHour': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Restaurants, American (Traditional)","{'Monday': '6:0-2:0', 'Tuesday': '6:0-2:0', 'Wednesday': '6:0-2:0', 'Thursday': '6:0-2:0', 'Friday': '6:0-2:0', 'Saturday': '6:30-2:0', 'Sunday': '6:30-2:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,697,313,384,0.0,1,119,153,[],[]
1131,2051,5Upzhg9uu7J65gDzpdADhw,Market Street Pizza,"13000 N Interstate Hwy 35, Ste 210",78753,30.4113940592,-97.675954,4.5,172,"{'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}"", 'HasTV': 'False', 'Caters': 'True', 'NoiseLevel': ""'average'"", 'Smoking': ""u'outdoor'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'BYOB': 'False', 'HappyHour': 'False', 'Corkage': 'False', 'Alcohol': ""u'none'"", 'WheelchairAccessible': 'False', 'OutdoorSeating': 'None', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2'}","Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-22:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,278,65,213,0.0,1,57,89,[],[]
1132,2054,QP-FRdblP-86ES4u8qyHDw,Nate's Baked Goods & Coffee,401 Orchard St,78703,30.2714643,-97.7593903,5.0,92,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'Alcohol': ""u'none'"", 'HappyHour': 'False', 'WheelchairAccessible': 'False', 'RestaurantsTakeOut': 'None', 'BYOB': 'False', 'Caters': 'True', 'RestaurantsTableService': 'False', 'DogsAllowed': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'Corkage': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'free'""}","Food, Breakfast & Brunch, Restaurants, Coffee & Tea, Bakeries","{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",,This is a sample Go Dish name.,Sample Go Dish cuisine.,Sample Go Dish description,749,17,732,0.0,1,541,168,[],[]
